"Story","Title","Result","Date","Stability","Duration (s)"
"Comprar  libros en la pagina practice.automationtesting.com","comprar 2 libros de forma exitosa","SUCCESS","2022-07-28T16:22:48.365-05:00[America/Bogota]","0.0","29.13"
